Vaka_ID,Ulke_Bolge,Yil,Proje_Sektoru_v4,FIDIC_Kitap_Turu,Atif_Maddeler,Kurum_Yargi_Yeri,Uyusmazlik_Ozeti,Claim_Turu,Eskalasyon_Asamasi,Sonuc_Yonu,Vaka_Adi,Kaynak,Karar_Yonu_Ham,Tahmini_Tutar_USD,Sure_Yil_Cikarilan
GAP99-002,ABD (Guatemala/Panama bağlantılı),2015,Telekom/Veri Merkezi,FIDIC-dışı,Hissedarlar Anlasmasi Ihlali - Yatirimin Korunmasi Hukumlerinin Ihlali,AAA-ICDR (Amerikan Tahkim Birligi - Uluslararasi Uyusmazlik Cozum Merkezi) + ABD Guney New York Federal Mahkemesi,"ABD'li FINANSAL FIRMALARLA ILISKILI UC KURULUSUN, ORTA VE GUNEY AMERIKA'DA TELEKOMUNIKASYON KULELERI INSA EDEN VE ISLETEN OZEL BIR YABANCI SIRKETIN (%45 hissesini SATIN ALARAK) 2015 HISSEDARLAR ANLASM",Tenfiz/Icra,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"Telecom Business Solution LLC ve LATAM Towers LLC v Terra Towers Corp. VE Digerleri, ICDR Dava No.01-21-0000-4309 + ABD Guney New York Federal Mahkemesi (Icra Sureci, 17-18 Haziran 2026)",jusmundi.com (resmi/ucretsiz karar metni),"Davaci (Telecom Business Solution/LATAM Towers) lehine - Tahkim KARARI ONANDI, kismi MEDENI HAKARET talebi KABUL EDILDI - ORTA VE GUNEY AMERIKA'DA (Gu",,11
GAP100-001,ABD,2025,Telekom/Veri Merkezi,FIDIC-dışı,Diskilayici Imar (Exclusionary Zoning) - Tarim Arazisinin Sanayi Kullanimina Acilmasi,"ABD - Michigan, Washtenaw County Mahkemesi","GELISTIRICININ (Haushalter), Michigan'daki Saline Township'in, TARIM ARAZISINI 16 MILYAR USD DEGERINDEKI OpenAI/Oracle 'Stargate' YAPAY ZEKA VERI MERKEZI KAMPUSU icin SANAYI KULLANIMINA ACMAYI REDDETM",Siniflandirilmamis/Veri Yetersiz,Belirsiz/Sadece Claim Asamasi,Davaci Lehine,"Haushalter v Saline Township, Washtenaw County Mahkemesi (Michigan), dava 1 Aralik 2025'te acildi","AI Lawsuit Tracker (ailawsuittracker.com, resmi/ucretsiz izleme sitesi) + Arden Strong (topluluk izleme kaynagi)","Davaci (Haushalter/Gelistirici) lehine (uzlasmayla) - KAMPUS INSAATI ICIN YOL ACILDI - ABD'DE, $7.6 TRILYON DEGERINDE PROJELENEN (2026-2031) 'YAPAY ZE",16000000000,1
GAP101-001,ABD,2025,Telekom/Veri Merkezi,FIDIC-dışı,Ilcenin Referandum Talebini Reddetmesi - Anayasaya Aykirilik Iddiasi,ABD - Utah Eyalet Mahkemesi,"Medya kisiligi VE is adami Kevin O'Leary TARAFINDAN DESTEKLENEN, 100 MILYAR USD DEGERINDEKI 'Stratos Projesi' (buyuk olcekli YAPAY ZEKA VERI MERKEZI) icin, Box Elder County'nin (Utah) PROJEYI ONAYLAMA",Siniflandirilmamis/Veri Yetersiz,Istinaf/Temyiz/Yuksek Mahkeme,Devam Eden Dava,"Williams (ve Grubu) v Box Elder County, Utah Eyalet Mahkemesi (Istinaf Surecinde, 2026)",Bloomberg Law (resmi haber kaynagi),"Devam eden - 100 MILYAR USD DEGERINDEKI (BIR TEKLIF ICIN KAYDA GECEN EN BUYUK RAKAMLARDAN biri) BIR YAPAY ZEKA VERI MERKEZI PROJESININ, YEREL HALK OYL",100000000000,
GAP101-002,ABD,2025,Telekom/Veri Merkezi,FIDIC-dışı,Kapali Kapi Toplantilari - Idari Seffaflik Yukumluluklerinin Ihlali,ABD Federal Mahkemesi (Ohio),"Cincinnati'nin YAKLASIK 50 MIL KUZEYDOGUSUNDAKI Wilmington, Ohio'DA ONERILEN 4 MILYAR USD DEGERINDEKI bir Amazon Web Services (AWS) VERI MERKEZI KOMPLEKSI icin, YEREL YETKILILERIN PROJEYI ONAYLARKEN '",Siniflandirilmamis/Veri Yetersiz,Belirsiz/Sadece Claim Asamasi,Devam Eden Dava,"Ohio Ev Sahipleri (Vatandas Grubu) v Wilmington Yerel Yetkilileri, ABD Federal Mahkemesi (dava Mart 2026'da acildi)",Bloomberg Law (resmi haber kaynagi),"Devam eden/detay sinirli - 4 MILYAR USD DEGERINDEKI BIR AMAZON VERI MERKEZI PROJESINDE, IDARI SEFFAFLIK IHLALI IDDIASIYLA ACILAN, ABD'DE VERI MERKEZI ",4000000000,1
GAP102-001,ABD,1975,Hastane/Saglik,FIDIC-dışı,Federal Tahkim Kanunu (FAA) m.4 - Federal ve Eyalet Mahkemeleri Arasinda 'Yol Gosterme' Onceligi,ABD Yuksek Mahkemesi (Supreme Court of the United States),"Kuzey Carolina'daki Moses H. Cone Memorial Hospital'IN, HASTANEYE EK BINALAR insa ETMEK icin Alabama MENSEILI Mercury Construction Corporation ile YAPTIGI sozlesmede, UYUSMAZLIKLARIN ONCE MIMARA (J.N.",Gecikme/EOT,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Moses H. Cone Memorial Hospital v Mercury Construction Corporation, ABD Yuksek Mahkemesi, 460 U.S. 1 (1983)","Cornell Law School (Legal Information Institute, resmi/ucretsiz)","Davaci (Mercury Construction, Yuklenici) lehine - Tahkime ZORLAMA KARARI ONANDI - ABD TAHKIM HUKUKUNUN EN TEMEL VE EN COK ATIF YAPILAN 'landmark' KARA",,
GAP102-002,ABD,2016,Hastane/Saglik,FIDIC-dışı,Tasarim Degisiklikleri/Iletisimsizlik Kaynakli Gecikme - Hakem Kararinin Onaylanmasi,"ABD - Iowa, Johnson County Mahkemesi","Iowa EYALET UNIVERSITESI'NIN (Board of Regents) 'EN BUYUK PROJESI' olan Stead Family Children's Hospital VE Hancher Konser Salonu insaatinda, YOGUN TASARIM DEGISIKLIKLERI, ILETISIMSIZLIK, BUTCE ASIMLA",Gecikme/EOT; Degisiklik/Change Order,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davaci Lehine,"University of Iowa (Board of Regents) v Modern Piping Inc., Johnson County Mahkemesi (Iowa)","The Gazette (Iowa yerel haber kaynagi, ucretsiz) + Healthcare Facilities Today","Davaci (Modern Piping Inc.) lehine - 21.5 milyon USD+faiz ODEME KARARI ONANDI (BASKA BIR YUKLENICI, Merit Construction, ile 64.1 MILYON USD'lik AYRI B",270800000,3
GAP103-001,Panama,2025,Liman/Deniz Altyapisi,FIDIC-dışı,Imtiyaz Sozlesmesinin Anayasaya Aykirilik Gerekcesiyle Iptali - Fiziksel El Koyma,ICC Tahkimi + Ayri Yatirim Anlasmasi Tahkimi (Ad Hoc) + Londra Tahkimi (Maersk'e karsi),"Hong Kong MERKEZLI CK Hutchison'IN (Li Ka-shing AILESI KONTROLUNDE) yan KURULUSU Panama Ports Company'nin (PPC), Panama KANALI'NIN IKI UCUNDAKI STRATEJIK Balboa VE Cristobal LIMAN TERMINALLERININ INSA",Devletlestirme/El Koyma,Istinaf/Temyiz/Yuksek Mahkeme,Devam Eden Dava,"CK Hutchison Holdings / Panama Ports Company (PPC) v Republic of Panama, ICC Tahkimi (Subat 2026) + Ayri Yatirim Anlasmasi Tahkimi (Agustos 2026) + Panama Ports Company v Maersk, Londra Tahkimi (Nisan 2026)",Acerislaw + WorldCargo News + SCMP (South China Morning Post) + IISD (resmi/ucretsiz haber kaynaklari),Devam eden/cok guncel - PANAMA KANALI'NIN JEOPOLITIK ONEMININ (VERI SETINDE ZATEN OLAN GUPC/Panama Kanali Genisletme DAVASIYLA AYNI COGRAFYA) DEVAM ET,27300000000,1
GAP104-001,Çin,2011,Kopru/Tunel,FIDIC-dışı,Cl.20.1-benzeri 'Zaman Siniri' Maddesi - Tunel Kesit Tasarim Degisikligi,Cin Tahkim Kurumu (gizlilik nedeniyle isim BELIRTILMEMIS),"'Ulusal olcekli bir REFAH PROJESI'NIN PARCASI olan bir TUNEL insaatinda, Isveren'in IHALE SONRASI TUNEL KESIT TASARIMINI (3.0m x 3.0m'den 3.4m x 3.4m'ye) DEGISTIRMESI SONUCU sozlesme BEDELININ 20 MILY",Gecikme/EOT; Degisiklik/Change Order; Fesih; Ihale Sureci,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Yuklenici Lehine,"Tunel Insaati Tahkim Karari (Anonim, Milliyet Refah Projesi Kapsaminda), Cin Tahkim Kurumu","JunHe Hukuk Bulteni - Cin Insaat Uyusmazliklari Yillik Incelemesi (2019, Pekin Tahkim Komisyonu ile, resmi/ucretsiz)","Karma (buyuk olcude Yuklenici lehine) - sozlesme GECERLI SAYILDI, gecikme SORUMLULUGU PAYLASTIRILDI, Isveren'in ZARAR TALEBI ISPAT YETERSIZLIGI nedeni",30000000,
GAP104-002,Çin,2006,Karayolu/Otoyol,FIDIC-dışı,Force Majeure vs 'Kosullarin Degismesi' (Change of Circumstances) Ayrimi - Cevresel Halk Protestosu,Cin Yuksek Halk Mahkemesi (Zui Gao Fa) - Nihai Temyiz,"Albert (Xiamen) Equipment Engineering'in, Central Southern China Electric Power Design Institute (CSEPDI) ile 2006'da IMZALADIGI GENEL INSAAT SOZLESMESI KAPSAMINDA, XIAMEN BELEDIYESI'NIN, HALKIN 'PX' ",Fesih; Kalite/Kusur; Force Majeure,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"Central Southern China Electric Power Design Institute Co. Ltd. v Albert (Xiamen) Equipment Engineering Co. Ltd., (2018) SPC Min Zhong No.105 (4 Haziran 2018)","JunHe Hukuk Bulteni - Cin Insaat Uyusmazliklari Yillik Incelemesi (2019, Pekin Tahkim Komisyonu ile, resmi/ucretsiz)","Karma (Davali lehine buyuk olcude) - sozlesme FESHEDILDI, HICBIR TARAF KUSURLU SAYILMADI, KAR KAYBI TALEBI REDDEDILDI (sadece ASKIYA ALMA DONEMI MALIY",7970000,1
GAP104-003,Çin,2014,Yenilenebilir Enerji,FIDIC-dışı,Ihalesiz Imzalanan EPC Sozlesmesinin Gecersizligi - Yuklenicinin Yine de Oncelikli Odeme Hakkina Sahip Olmasi,Cin Yuksek Halk Mahkemesi (Zui Gao Fa),"Chifeng Guangda'nin (Isveren), IHALE YAPMADAN Shandong Electric Power Construction Third Engineering (SEPCO III) ile IKI AYRI EPC SOZLESMESI (10 MWP FOTOVOLTAIK GUNES SANTRALI + 66KV HAT PROJESI) IMZA",Kalite/Kusur; Odeme Uyusmazligi; Ihale Sureci,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Chifeng Guangda Photovoltaic Agricultural Development Co. Ltd. v Shandong Electric Power Construction Third Engineering Co. Ltd. (SEPCO III), (2018) SPC Min Shen No.5547","JunHe Hukuk Bulteni - Cin Insaat Uyusmazliklari Yillik Incelemesi (2019, Pekin Tahkim Komisyonu ile, resmi/ucretsiz)","Davaci (SEPCO III, EPC Yuklenicisi) lehine - hem SOZLESMEDEN DOGAN ALACAK hem de ONCELIKLI ODEME HAKKI ONANDI - CIN'DE, EPC SOZLESMESI GECERSIZ OLSA B",106000000,4
GAP104-004,Çin,2010,Bina/Konut/Ticari,FIDIC-dışı,Bagimsiz Teminat Mektubu Dolandiriciligi Istisnasi - Sinirli Inceleme Ilkesi,Cin Yuksek Halk Mahkemesi (Zui Gao Fa) - Rehber Dava,"CINLI INSAAT SIRKETI AFECC'NIN (VE YAN KURULUSU Anhui Foreign Economic Construction Central America), Kosta Rika'da bir EMLAK GELISTIRICISI (Oriental Real Estate) icin INSAAT ISLERI USTLENMESI - Anhui",Kalite/Kusur; Teminat Mektubu,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"Anhui Foreign Economic Construction (Group) Co. Ltd. (AFECC) v Oriental Real Estate Co. Ltd. (Kosta Rika) + Bank of Costa Rica + Anhui Sube of China Construction Bank, SPC Rehber Dava No.109 (21. Parti, Subat 2019)","JunHe Hukuk Bulteni - Cin Insaat Uyusmazliklari Yillik Incelemesi (2019, Pekin Tahkim Komisyonu ile, resmi/ucretsiz)","Davali (Oriental/Bankalar) lehine (nihai olarak, SPC'de) - AFECC'nin dolandiricilik IDDIASI REDDEDILDI - ILGINC BIR SEKILDE, DAHA SONRA (2013) TAHKIM ",,3
GAP105-001,Güney Afrika,2021,Madencilik,Altın Kitap (DBO) - Doğrulandı,Sozlesme Suresinin Rezerv Tukenmesine Baglanmasi - Geriye Etkili Yorum/Back-to-Back Anlasma Iliskisi,Guney Afrika - Kuzey Gauteng Yuksek Mahkemesi (Pretoria),"Universal Coal Development (Isveren/Kaynak Sahibi) ile Mineral Resources Development (MRD, Tasarim-Yapim-Isletme Yuklenicisi) ARASINDA, Kangala KOMUR SAHASINDAN CIKARILAN KOMURUN ISLENMESI icin YAPILA",Siniflandirilmamis/Veri Yetersiz,Istinaf/Temyiz/Yuksek Mahkeme,Karma/Kismi,"Universal Coal Development (Pty) Ltd v Mineral Resources Development (Pty) Ltd, [2021] ZAGPPHC 839 (10 Aralik 2021)","SAFLII (Guney Afrika/Lesotho Hukuk Bilgi Enstitusu, resmi/ucretsiz)","Karma/gecici tedbir asamasi - TARAFLARIN TAHKIME GITMESI EMREDILDI, GECICI OLARAK MEVCUT DURUM KORUNDU (Universal Coal SOZLESME YUKUMLULUKLERINE DEVAM",285450000,
GAP106-001,İngiltere/UK,1965,Belirsiz/Veri Yetersiz,FIDIC-dışı,"Borcun Kismi Odenmesi - Estoppel, Baski (Duress) ve Ibra (Accord and Satisfaction)",Ingiltere - Istinaf Mahkemesi (Court of Appeal),"IKI KISILIK KUCUK BIR INSAAT FIRMASI olan D & C Builders'in, Bay Rees icin Brick Lane, Londra'daki BIR MULKTE YAPTIGI TADILAT ISLERI icin 732 GBP FATURA KESMESI - Rees'in SADECE 250 GBP ODEMESI SONUCU",Odeme Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"D & C Builders Ltd v Rees, [1965] EWCA Civ 3, [1966] 2 QB 617 (12 Kasim 1965)","BAILII (Ingiltere/Galler Hukuk Bilgi Enstitusu, resmi/ucretsiz)","Davaci (D & C Builders, Yuklenici) lehine - TAM BAKIYENIN ODENMESINE karar VERILDI - INGILTERE SOZLESME HUKUKUNUN EN TEMEL VE EN COK OGRETILEN DAVALAR",,20
GAP106-002,İngiltere/UK,1952,Belirsiz/Veri Yetersiz,FIDIC-dışı,Onemli Ifa (Substantial Performance) Doktrini - Butunsel Yukumluluk (Entire Obligation),Ingiltere - Istinaf Mahkemesi (Court of Appeal),"Bay Hoenig'in, Bay Isaacs'in DAIRESINI DEKORE ETMEK VE MOBILYA ILE DONATMAK icin 750 GBP KARSILIGINDA SOZLESME YAPMASI - IS TAMAMLANDIGINDA, BIR KITAPLIK VE GARDIROPTA (ONARIM MALIYETI 55 GBP OLAN) SO",Kalite/Kusur; Odeme Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Hoenig v Isaacs, [1952] EWCA Civ 6, [1952] 2 All ER 176","BAILII (Ingiltere/Galler Hukuk Bilgi Enstitusu, resmi/ucretsiz)","Davaci (Hoenig, Yuklenici) lehine (buyuk olcude) - 750 GBP - 55 GBP (kusur MALIYETI) = 695 GBP'DEN, ZATEN ODENEN 400 GBP DUSULEREK KALAN BAKIYE HUKMED",,20
GAP107-001,Kanada,1980,Su/Atik Su/Baraj,FIDIC-dışı,Farkli Saha Kosullari - Isverenin Yanlis/Eksik Bilgi Saglama Sorumlulugu,Kanada - Alberta Kraliyet Mahkemesi (Court of Queen's Bench),"Bir EYALET BARAJ PROJESINDE, Opron Construction'in (Yuklenici) TEKLIF VERIRKEN Alberta EYALETI'NIN sagladigi IHALE BELGELERINDEKI ZEMIN KOSULU BILGILERININ (soil conditions) HATALI OLMASI SONUCU, Yukl",Zemin Kosullari; Ihale Sureci,Belirsiz/Sadece Claim Asamasi,Davaci Lehine,"Opron Construction Co. Ltd. v Her Majesty The Queen in Right of Alberta, (1994), 151 A.R. 241 (Alberta Kraliyet Mahkemesi/QB)",vLex Kanada (resmi mahkeme karari veritabani) + IBA CLINT Dergisi,"Davaci (Opron Construction, Yuklenici) lehine - 875.000 CAD TAZMINAT HUKMEDILDI - KANADA'DA, 'FARKLI SAHA KOSULLARI' (differing site conditions) daval",,
GAP107-002,Kanada,1995,Madencilik,FIDIC-dışı,Farkli Saha Kosullari - Isverenin Tam ve Eksiksiz Bilgi Aciklama Yukumlulugu,Kanada - British Columbia Yuksek Mahkemesi (Vancouver),"Kemess Madenleri PROJESI icin YAPILAN bir TOPRAK ISLERI SOZLESMESINDE, Golden Hill Ventures'in (Yuklenici) DEGISEN/FARKLI ZEMIN KOSULLARIYLA KARSILASMASI SONUCU CIDDI MALIYET ARTISINA UGRAMASI - Yukle",Gecikme/EOT; Zemin Kosullari,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Golden Hill Ventures Ltd. v Kemess Mines Inc. et al., 2002 BCSC 1460 (17 Ekim 2002)",vLex Kanada (resmi mahkeme karari veritabani) + Ingiliz Kolumbiyasi Yuksek Mahkemesi resmi arsivi,"Davaci (Golden Hill Ventures, Yuklenici) lehine - 7 MILYON CAD'I ASAN TAZMINAT HUKMEDILDI - KANADA'DA (British Columbia), MADENCILIK ALTYAPISI PROJELE",7000000,
GAP108-001,BAE (Dubai/Abu Dhabi),2018,Bina/Konut/Ticari,FIDIC-dışı,COVID-19 Force Majeure Savunmasi - Bildirim Yukumlulugunun Zamaninda ve Dogru Yapilmasi Sarti,BAE - Dubai Istinaf Mahkemesi (Gayrimenkul Dairesi),"BIR 'OFF-PLAN' (PROJE BAZINDA, HENUZ INSA EDILMEMIS) GAYRIMENKUL SATIS SOZLESMESINDE, sozlesmenin 7. MADDESI GEREGI, MULKUN 31 Haziran 2019'DA TESLIM EDILMESI GEREKIRKEN, Davali (Gelistirici) TESLIM T",Gecikme/EOT; Force Majeure,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Dubai Istinaf Mahkemesi, Emlak Istinaf Dava No.458/2021/479 (2021)",Stephenson Harwood (hukuk analizi) + Lexology,"Davaci (Alici) lehine - Davali'nin FORCE MAJEURE SAVUNMASI REDDEDILDI - BAE'DE (Dubai), COVID-19'UN INSAAT/GAYRIMENKUL SOZLESMELERINDE FORCE MAJEURE O",,2
GAP108-002,BAE (Dubai/Abu Dhabi),2019,Fosil Yakit/Petrol-Gaz,FIDIC-dışı,COVID-19 Force Majeure Savunmasi - 'Kismi Ifa' Kanitinin Force Majeure Iddiasini Curutmesi,BAE - Abu Dhabi Temyiz Mahkemesi (Court of Cassation),"Bir INSAAT PROJESINDE, Yuklenici'nin PROJEDEN CIKARILMASI (fesih) SONRASI, GECIKMEDEN COVID-19 PANDEMISININ SORUMLU OLDUGUNU ILERI SUREREK Force Majeure SAVUNMASI YAPMASI - ANCAK Yuklenici'nin, PROJED",Gecikme/EOT; Fesih; Force Majeure,Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"Abu Dhabi Temyiz Mahkemesi (Court of Cassation), Karar No.835/2021 (2021)","Al Tamimi & Company (hukuk analizi, resmi/ucretsiz)","Davali (Isveren) lehine - Yuklenici'nin Force Majeure savunmasi REDDEDILDI - BAE'DE, COVID-19'UN INSAAT SOZLESMELERINDE FORCE MAJEURE OLARAK KABUL EDI",,
GAP109-001,İngiltere/UK (Bahreyn bağlantılı),2018,Fosil Yakit/Petrol-Gaz,FIDIC-dışı,On-Demand Teminat Mektubu Cagrisinin Durdurulmasi - Ceza Koşulu (Penalty) Iddiasi,Ingiltere - Technology and Construction Court (TCC),"Technip Energies, Tecnicas Reunidas VE Samsung E&A KONSORSIYUMUNUN (TTSJV Ortak Girisimi ARACILIGIYLA), BAHREYN'DEKI BapCo PETROL RAFINERISI'NI MODERNIZE ETMEK icin 2018'de imzaladigi 4.2 MILYAR USD (",Gecikme/EOT; Teminat Mektubu,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Davali Lehine,"TTSJV WLL & Ors v BapCo Refining B.S.C., [2026] EWHC 2047 (TCC) (4 Agustos 2026)",Hill Dickinson + National Law Review + Fenwick Elliott + Solicitors Journal (resmi/ucretsiz hukuk analizleri),"Davali (BapCo) lehine - IHTIYATI TEDBIR TALEBI REDDEDILDI, teminat mektubu CAGRISI DEVAM EDEBILECEK - ULUSLARARASI TICARETTE 'ON-DEMAND TEMINAT MEKTUP",4800000000,7
GAP109-002,Güney Afrika,2019,Kopru/Tunel,Kırmızı Kitap - 1999 (1. Baskı),Cl.4.2 - Teminat Mektubu Cagrisinin Sart Kosullarinin Yerine Getirilip Getirilmedigi,Guney Afrika Yuksek Temyiz Mahkemesi (Supreme Court of Appeal),"Avusturyali/Guney Afrikali Aveng-Strabag ORTAK GIRISIMININ, SANRAL (Guney Afrika Ulusal Yollar Otoritesi) icin insa ETTIGI 'Mtentu Nehri Koprusu' (AFRIKA'NIN SIMDIYE KADAR INSA EDILMIS EN YUKSEK KOPRU",Fesih; Teminat Mektubu,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Aveng-Strabag Joint Venture v South African National Roads Agency Limited (SANRAL), Guney Afrika Yuksek Temyiz Mahkemesi (SCA)",Lexology + IBA CLINT Dergisi (resmi/ucretsiz hukuk analizleri),Davaci (Aveng-Strabag JV) lehine (kismen) - FIDIC Cl.4.2'nin bir teminat mektubu CAGRISI icin GERCEK BIR ON-KOSUL TESKIL ETTIGI NETLESTIRILDI - GUNEY ,,
GAP110-001,Zaire (Kongo DC),1985,Belirsiz/Veri Yetersiz,FIDIC-dışı,Fiyat Artis (Escalation) Maddesi - Para Birimi Devaluasyonunun Beklenmeyen Etkisi,ICC Tahkimi (yer belirtilmemis),"ESKI ZAIRE'DE (simdiki Kongo Demokratik Cumhuriyeti), Zaire HUKUMETI (Isveren) ile YABANCI bir YUKLENICI ARASINDAKI bir KAMU ISLERI SOZLESMESINDE, FIYAT ARTIS (price escalation) MADDESININ MALIYET END",Odeme Uyusmazligi; Para Birimi/Faiz Uyusmazligi,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Belirsiz/Detay Sinirli,ICC Case No. 6158 (Seppala'nin 'Development of a Case Law' makalesinde tartisilan),"Seppälä, 'The Development of a Case Law in Construction Disputes Relating to FIDIC Contracts', IAI Series on International Arbitration No.5 (2008), s.79",Belirsiz/detay sinirli - NADIR BIR COGRAFYA (Zaire/Kongo) VE COK NADIR bir SORUN TURUNU (COKLU PARA BIRIMLI FIYAT ARTIS MADDESININ DEVALUASYON KARSISI,75000000,
GAP111-001,Mısır,1974,Bina/Konut/Ticari,FIDIC-dışı,ICC Tahkim Yetkisine Itiraz - Yetkiye Itiraz Ederken Sureçe Katilmanin Feragat Sayilip Sayilmayacagi,Fransa - Paris Istinaf Mahkemesi (1. Ek Daire) + ICSID (Washington),"MISIR ARAP CUMHURIYETI'NIN (Turizm Bakanligi araciligiyla), Misirli kamu kurulusu EGOTH (Egyptian General Organisation for Tourism and Hotels) ve Hong Kong sirketi Southern Pacific Properties (SPP) il",Yetki Itirazi; Yatirim Anlasmasi Ihlali (BIT/ICSID),Istinaf/Temyiz/Yuksek Mahkeme,Davali Lehine,"Southern Pacific Properties (Middle East) Limited v Arab Republic of Egypt, Paris Istinaf Mahkemesi (Karar 12 Temmuz 1984) + ICSID Tahkimi (ARB/84/3)","Seppälä, 'The Pyramids of Egypt Case', International Construction Law Review, Vol.2, Part 2 (Ocak 1985)","Davali (Misir) lehine - ICC TAHKIM KARARI IPTAL EDILDI (ANCAK SPP, SONRASINDA ICSID'DE (Dunya Bankasi Yatirim Uyusmazliklari Merkezi) AYRI BIR YATIRIM",,2
GAP112-001,Yunanistan,1972,Fosil Yakit/Petrol-Gaz,FIDIC-dışı,Yasama Organinin Geriye Donuk Kanunla Tahkim Kararini Gecersiz Kilmasi - Adil Yargilanma Hakki ve Mulkiyet Hakki Ihlali,Avrupa Insan Haklari Mahkemesi (Strazburg) + Yunanistan Yargitayi (Areios Pagos) + Atina Istinaf Mahkemesi,"Yunan STRAN SIRKETI'NIN (Stratis Andreadis TARAFINDAN TEMSIL EDILEN), YUNAN DEVLETI ile 21 Nisan 1967 - 24 Temmuz 1974 ARASI ASKERI CUNTA DONEMINDE IMZALADIGI bir PETROL RAFINERISI INSAATI SOZLESMESIN",Fesih,Tenfiz/Icra (Nihai Asama),Davaci Lehine,"Stran Greek Refineries and Stratis Andreadis v Greece, Avrupa Insan Haklari Mahkemesi (AIHM), 301-B Eur. Ct. H.R. (9 Aralik 1994)",AIHM (HUDOC Resmi Karar Veritabani) + Seppälä'nin kitap incelemesi araciligiyla tespit edildi,"Davaci (Stran/Andreadis) lehine - AIHM, HEM ADIL YARGILANMA HAKKI HEM DE MULKIYET HAKKI IHLALI TESPIT ETTI - BU DAVA, ULUSLARARASI INSAAT TAHKIMI HUKU",,20
GAP113-001,Umman,1981,Sanayi Tesisi/Fabrika,FIDIC-dışı,Cok Tarafli Tahkimde Hakem Atama Esitligi Ilkesi - ICC'nin Farkli Davalilara Ortak Hakem Atamaya Zorlama Uygulamasi,"Fransa - Yargitay (Cour de Cassation), 1. Hukuk Dairesi + ICC Tahkimi (Paris)","Alman yuklenici BKMI Industrieanlagen GmbH'nin, UMMAN SULTANLIGI'NDA bir ISVEREN ile bir CIMENTO FABRIKASI insa ETMEK icin sozlesme IMZALAMASI SONRASI, Siemens AG VE Dutco Consortium Construction Comp",DAB/Hakem Prosedur Usulsuzlugu; Kamu Duzeni/Politikasi Ihlali Iddiasi,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"BKMI Industrieanlagen GmbH ve Siemens AG v Dutco Consortium Construction Company Ltd, Fransiz Yargitayi (Cour de Cassation), 1. Hukuk Dairesi, 7 Ocak 1992","Seppälä'nin Dutco davasi hakkindaki makalesi (Fransiz Yargitayi karari analizi, 1993)","Davaci (Dutco Consortium) lehine - TAHKIM SURECI IPTAL EDILDI, ICC KURALLARI BU KARAR SONRASI DEGISTIRILDI - BU DAVA, ULUSLARARASI TAHKIM HUKUKUNDA 'C",,17
GAP114-001,Honduras,1981,Su/Atik Su/Baraj,FIDIC-dışı,'Dispute Board' kavraminin ILK ULUSLARARASI ORNEGI - bugunku FIDIC Clause 20/21'in atasi,"Honduras (Proje Yeri) - Resmi bir dava/tahkim kaydi degil, TARIHI/KURUCU bir REFERANS",Uyusmazlik Cozum Kurulu (Dispute Board) Kavraminin Dogusu - On-Onleyici Uyusmazlik Yonetimi,DAB/Hakem Prosedur Usulsuzlugu,DAB/DAAB (On-Tahkim Kurulu),Diger/Siniflandirilmamis,El Cajón Baraji Projesi - Dunyadaki Ilk Uluslararasi Dispute Review Board (DRB) Uygulamasi (1981),"Seppälä, 'Recent Case Law on Dispute Boards', Dossier XV of the ICC Institute of World Business Law (Eylul 2017)","Bilgilendirici/Tarihi - HIC BIR RESMI 'KARAR' YOK, ANCAK MODELINIZIN 'ESKALASYON MEKANIZMASI EVRIMI' TEMASI icin COK ONEMLI BIR BASLANGIC NOKTASI - El",,36
GAP115-001,Turkmenistan,2018,Yenilenebilir Enerji,FIDIC-dışı,Yatırım Anlaşması (Almanya-Turkmenistan BIT),ICSID (Washington),"Alman yatirimci Unionmatex, Turkmenistan yatirim mudahalesi",Yatirim Anlasmasi Ihlali (BIT/ICSID),Belirsiz/Sadece Claim Asamasi,Davaci Lehine,"Unionmatex Industrieanlagen GmbH v Turkmenistan, ICSID Case No.ARB/18/...",UNCTAD ISDS Navigator,Award dated 30 November 2023,,5
